text_a	label
There are also ferries to Discovery Bay	3.12
A short bus ride away is Cheung Sha Beach, km miles long, and popular for its white sand and excellent facilities	3.25
The most famous site on island is world's tallest seated bronze statue of Buddha at m ft , Tiantan Buddha see page	3.0
In , narrow, doubledecemberker trams ran along waterfront, but land reclamation has placed them far inland	3.0
You can have delicious vegetarian lunch here	3.4
The hillsides that surround monastery are site of Hong Kong's only tea plantation	3.0
Visitors are welcome to visit hectare acre establishment, and may sample end product, Lantau tea	3.5
A Trappist monastery, situated on hillside overlooking east coast of Lantau, is also open to visitors	3.67
More than , people live here, mostly by fishing, but there are also expats, attracted by its laidback Mediterranean ambience	3.2
The island has checkered past of smuggling and pira cy	2.6
The people still carve jade and build seaworthy juneks, all by hand	3.1
Fish heads discreetly wrapped in paper are still hung out to dry in sun	2.8
Cheung Chau becomes center of Hong Kong life once year, usually in May, during Bun Festival, folklore extravaganza see page	3.2
The rest of year, life goes on at its accustomed pace: rickety machines chugging in factories, children in school uniforms being ferried home to houseboats, and old fishermen stirring shrimp paste	3.0
By way of formal tourist attractions, Pak Tai Temple, built in , has some fine carvings and great iron sword said to be years old	3.5
But most interesting thing to do here is to explore villages on island, Cheung Chau and San Wai	3.5
They are easy walk apart by harbor road, or longer minute hike on scenic Peak Road	3.0
The Praya, promenade in front of ferry pier, is good place to observe many juneks and fishing boats in harbor	3.2
There are also several openair restaurants where you can enjoy fresh seafood	3.44
Only minutes by ferry from Central, Lamma Island is perfect for swimming, hiking, picnicking, birdwatching, or just sitting back to watch bananas grow	3.4
Built , this usually deserted Anglican foundation is Hong Kong's oldest church	3.2
Hong Kong's third largest island has population of only about , ; it is still largely undeveloped, and life on Lamma, if not totally primitive, is close to essentials	3.0
Archaeologists indicate that Lamma has probably been inhabited for some , years, and island is known as Hong Kong's Stone Age Island	3.0
The principal settlements are Yung Shue Wan on Lamma's northwest, and Sok Kwu Wan, on east coast	3.1
Both villages offer good waterfront restaurants with homestyle Chinese food, principally seafood fresh from tank	3.4
The ports are within hiking distance of several beautiful beaches, and within hike of each other on marchked trail	3.22
You can build appetite for dinner by making your way from beach to restaurant	3.3
Yung Shue Wan is still very British residential enclave, with many nice pubs	3.1
During World War II, church was turned into club for Japanese officers; it was restored after war	3.1
Macau, final bastion of Portugal's great thcentury empire, is much more than just quirk of history	3.11
Here, where East and West first met, life combines spirit of Asia with something of sunny atmosphere of Mediterranean	3.2
No matter how many tunnels and transit systems speed crossharbor traffic, nothing matches ride on Star Ferry from Kowloon to Central District across Victoria Harbor	3.2
Macau's historic center, with its colonial architecture, has distinctly Mediterranean flavor	3.0
The story of Western discovery of Macau begins in when Portuguese explorer, Jorge Alvares, reached south coast of China	3.14
Traders followed in his wake, setting up bases in several parts of Pearl River estuary	3.0
Finally, in , they were all consolidated in Macau	3.0
It was only European gateway to China, and through Macau flowed Western technology and religion	3.12
In Pope Gregory XIII created Macau diocese, covering all of China and Japan	3.0
Note stained glass windows in Quiet Chapel, designed by Joseptemberh Edward Nuttgens in late s	3.0
No less impressive were secular challenges	3.11
The Dutch sent invasion flotilla to Macau in , but defenders triumphed	3.11
However, end of golden age was drawing near	2.5
China began to relax trade restrictions, and with rise of Hong Kong, Macau became isolated Portuguese outpost	3.0
A haven for persecuted Japanese Christians in th century, Portugal's neutrality during World War II assured territory flood of refugees	3.0
They were joined by swarm of spies of all conceivable nationalities, and Macau won name for international intrigue	3.0
Portugal's very precarious foothold on Asian coast ended in with formal handover to China	3.0
Macau, now Chinese Special Economic Zone of Zhuhai, is becoming something like boomtown as exporter of toys, furniture, and electronics	3.1
Macau's population is estimated at around , , appallingly high figure for such small area; recent land reclamation has eased situation to some extent	3.1
Gambling provides almost percent of government's tax revenues, and is major source of employment	3.0
Its spinoff industries, prostitution and pawn shops, also thrive	3.1
The easiest way to get to Macau is by jetfoil, operated by TurboJet Tel	3.0
Across from I M Pei tower winding path leads up to Hong Kong Park	3.18
The mile trip takes about hour	3.17
Departures are from Macau Ferry Terminal, just west of Central in Shun Tak Centre, Connaugustht Road, Central, in Hong Kong	3.0
Entry procedures are similar to those in Hong Kong, most nationalities need only passport to enter Macau	3.0
Upon arrival in Macau, be sure to stop by Macau Government Tourist Office for map, brochures, and directions	3.14
You'll also be approached by pedicab drivers; these are tricycles carrying passengers	3.1
Pedicabs were once most common form of transportation in Macau, but today they are mainly tourist attraction	3.09
Directly across street from wharf where passengers arrive from Hong Kong is first surprise to greet visitors to Macau, vast Jaialai Palace, said to be world's most luxurious front	3.2
In effort to provide yet more thing to bet on, players are imported from Spain to take part in this lightningfast Basque ball game	3.0
The grandstand situated on seaside road, Avenida da Amizade Friendship Avenue , marchks finishing line for Macau Grand Prix, international carracing event held here every November	3.1
Also in front of ferry terminal is new Cyber fountain, with water spouts that shoot up to m ft and are illuminated at night by spotlights producing colors	3.7
Continuing around peninsula in clockwise direction brings you to Rua da Praia Grande Big Beach Street , pleasant promenade with shaded benches under banyan trees	3.33
The central square of historic city center is Largo do Senado	3.0
The inscription over archway reads, Cidade do nome de Deus, no ha outra mais leal City of Name of God, None is More Loyal , bit of praise attributed to Portugal's King John IV in th century	3.0
In park is Flagstaff House Museum of Tea Ware see page	3.14
For all its historic grandeur, loyal Senate now is equivalent of city council, its statesmanship dedicated to water supplies, sewage lines, and establishment of playgrounds	2.9
Macau's most memorable monument is Baroque faade of ruins of So Paulo, only remains of beautiful thcentury Jesuit church	3.2
The rest of building and adjoining college were destroyed in typhoonfanned fire in	2.8
Beneath church, Museum of Sacred Art houses collection of sacramental objects	3.1
The ambitious Museum of Macau open Tuesday Sunday am pm; admission HK opened in in lower levels of Monte Fortress	3.1
Entrance is by escalator, near St Paul's	3.0
It gives overview of Macau's history and its daily life and traditions	3.0
A recreated street of colonial Macau is lined with traditional Chinese shops	3.25
Next to museum, behind gate opened to anyone who knocks , is Old Protestant Cemetery	3.0
Those whose fate was to die on some far foreign field could not have wanted more peaceful, lovely graveyard	3.22
The small, whitewashed chapelwas first Protestant church built in China	3.0
For different vision of Old China, spend few quiet moments in classic Lou Lim Ieoc Garden	3.0
Here, arched bridges, pagodas, fish ponds, and stands of bamboo create mood of timeless Chinese painting	3.44
